index,date,text,text_token,words
1420,2020-04-28 00:04:30+00:00,QUANDO LEMBRO QUE ESTAMOS DE QUARENTENA  MAS QUE SEXTA-FEIRA TEM LIVE DO TC PARA ANIMAR.  - ALELUIA  ARREPIEI ,"['lembro', 'quarentena', 'sexta-feira', 'live', 'tc', 'animar', 'aleluia', 'arrepiei']",lembro quarentena sexta-feira live tc animar aleluia arrepiei
1421,2020-04-28 00:04:30+00:00,RT @nic0lemilk: eu fiz uma coisa... sobre o isolamento e a saudade que a gnt sente  https://t.co/TtXTfb1zKB,"['fiz', 'coisa', '...', 'sobre', 'isolamento', 'saudade', 'gnt', 'sente']",fiz coisa ... sobre isolamento saudade gnt sente
1423,2020-04-28 00:04:31+00:00,RT @Sofia291182: #BolsonaroCoveiroDaLavaJato .... Essa tag resume bem o que ele fez ... Coveiro do brasileiro tbmm. O povo ta morrendoa min...,"['bolsonarocoveirodalavajato', '...', 'tag', 'resume', 'bem', 'fez', '...', 'coveiro', 'brasileiro', 'tbmm', 'povo', 'ta', 'morrendoa', 'min', '...']",bolsonarocoveirodalavajato ... tag resume bem fez ... coveiro brasileiro tbmm povo ta morrendoa min ...
1424,2020-04-28 00:04:31+00:00,Melhor coisa que fiz nessa quarentena foi ter comecado a fazer danca com minha mae a noite... Ve ela sorrindo e dan... https://t.co/4NFd1v1XaR,"['melhor', 'coisa', 'fiz', 'nessa', 'quarentena', 'ter', 'comecado', 'fazer', 'danca', 'mae', 'noite', '...', 've', 'sorrindo', 'dan', '...']",melhor coisa fiz nessa quarentena ter comecado fazer danca mae noite ... ve sorrindo dan ...
1425,2020-04-28 00:04:31+00:00,QUANDO A QUARENTENA ACABAR EU VOU:  1. acho q n 2. espero 3. espero tbm 4. espero tbm tbm 5. si  6. provavelmente... https://t.co/4Ot6F7TsHw,"['quarentena', 'acabar', 'vou', '1', 'acho', 'q', 'n', '2', 'espero', '3', 'espero', 'tbm', '4', 'espero', 'tbm', 'tbm', '5', 'si', '6', 'provavelmente', '...']",quarentena acabar vou 1 acho q n 2 espero 3 espero tbm 4 espero tbm tbm 5 si 6 provavelmente ...
1428,2020-04-28 00:04:31+00:00,@manfredini_cris Durante as duas ultimas semanas as coisas ficaram relaxadas aqui  em termos de isolamento. O comer... https://t.co/zciCSR0MMv,"['durante', 'duas', 'ultimas', 'semanas', 'coisas', 'ficaram', 'relaxadas', 'aqui', 'termos', 'isolamento', 'comer', '...']",durante duas ultimas semanas coisas ficaram relaxadas aqui termos isolamento comer ...
1429,2020-04-28 00:04:31+00:00,A quarentena fazendo efeito #BBB20 https://t.co/EwnoBdnMkZ,"['quarentena', 'fazendo', 'efeito', 'bbb', '20']",quarentena fazendo efeito bbb 20
1431,2020-04-28 00:04:31+00:00,40deg dia de quarentena  descobri q The Office no brasil tem um nome na versao dublada e esse nome e Vida de escritorio hehehehehe,"['40deg', 'dia', 'quarentena', 'descobri', 'q', 'the', 'office', 'brasil', 'nome', 'versao', 'dublada', 'nome', 'vida', 'escritorio', 'hehehehehe']",40deg dia quarentena descobri q the office brasil nome versao dublada nome vida escritorio hehehehehe
1432,2020-04-28 00:04:31+00:00,se essa janela tivesse aberta teriamos uma reproducao da cena em q a aguia pega o kevin em a proposta,"['janela', 'aberta', 'teriamos', 'reproducao', 'cena', 'q', 'aguia', 'pega', 'kevin', 'proposta']",janela aberta teriamos reproducao cena q aguia pega kevin proposta
1433,2020-04-28 00:04:31+00:00,@_baza_so_ A quarentena faz mal as pessoas,"['quarentena', 'faz', 'mal', 'pessoas']",quarentena faz mal pessoas
1437,2020-04-28 00:04:32+00:00,cabecao e o fado sensato,"['cabecao', 'fado', 'sensato']",cabecao fado sensato
1442,2020-04-28 00:04:33+00:00,RT @ThayKaterine: Nem na quarentena o povo de comunidade tem Paz ,"['quarentena', 'povo', 'comunidade', 'paz']",quarentena povo comunidade paz
1443,2020-04-28 00:04:33+00:00,Da nem graca tentar brincar assim c o pedro  mlk e do caralho,"['graca', 'tentar', 'brincar', 'assim', 'c', 'pedro', 'mlk', 'caralho']",graca tentar brincar assim c pedro mlk caralho
1444,2020-04-28 00:04:33+00:00,Mas essa quarentena fode em,"['quarentena', 'fode']",quarentena fode
1446,2020-04-28 00:04:33+00:00,caralho tem tipo umas 3 queue de lol ai de amigo meu rolando e nenhum me chamou kkkkkkkkkkkkkkkkkk vtnc quarentena e uma merda,"['caralho', 'tipo', 'umas', '3', 'queue', 'lol', 'ai', 'amigo', 'rolando', 'nenhum', 'chamou', 'kkk', 'vtnc', 'quarentena', 'merda']",caralho tipo umas 3 queue lol ai amigo rolando nenhum chamou kkk vtnc quarentena merda
1447,2020-04-28 00:04:33+00:00,RT @JoaoASFerreira: se meu dinheiro nao comecar a sobrar nessa quarentena  nao vai ser nunca mais,"['dinheiro', 'nao', 'comecar', 'sobrar', 'nessa', 'quarentena', 'nao', 'vai', 'ser', 'nunca']",dinheiro nao comecar sobrar nessa quarentena nao vai ser nunca
1448,2020-04-28 00:04:33+00:00,Rio Grande e o municipio com maior taxa de isolamento do Estado  acompanhado de um dos melhores indices de controle... https://t.co/HhiazggVEg,"['rio', 'grande', 'municipio', 'maior', 'taxa', 'isolamento', 'estado', 'acompanhado', 'melhores', 'indices', 'controle', '...']",rio grande municipio maior taxa isolamento estado acompanhado melhores indices controle ...
1449,2020-04-28 00:04:33+00:00,Tudo arrombado fdp,"['tudo', 'arrombado', 'fdp']",tudo arrombado fdp
1452,2020-04-28 00:04:34+00:00,RT @Catarinacasseb_: meu planner mais entupido de coisas do que quando eu nao tava na quarentena ,"['planner', 'entupido', 'coisas', 'nao', 'tava', 'quarentena']",planner entupido coisas nao tava quarentena
1453,2020-04-28 00:04:34+00:00,@TheLastFabeo @essadebora quarentena afeta ne minha filha?,"['quarentena', 'afeta', 'ne', 'filha']",quarentena afeta ne filha
1454,2020-04-28 00:04:34+00:00,Eu ja estava me sentido meio idiota  quase nao recebi mensagens das pessoas que gosto des do inicio da quarentena e... https://t.co/UgwCYQLAzj,"['ja', 'sentido', 'meio', 'idiota', 'quase', 'nao', 'recebi', 'mensagens', 'pessoas', 'gosto', 'des', 'inicio', 'quarentena', '...']",ja sentido meio idiota quase nao recebi mensagens pessoas gosto des inicio quarentena ...
1456,2020-04-28 00:04:34+00:00,gente eu juro q tenho do das primeiras pessoas que vao ter contato comigo pos quarentena pq eu vou esmagar e abracar tanto q sei la,"['gente', 'juro', 'q', 'primeiras', 'pessoas', 'vao', 'ter', 'contato', 'comigo', 'pos', 'quarentena', 'pq', 'vou', 'esmagar', 'abracar', 'tanto', 'q', 'sei', 'la']",gente juro q primeiras pessoas vao ter contato comigo pos quarentena pq vou esmagar abracar tanto q sei la
1460,2020-04-28 00:04:35+00:00,@gabrielcolacino vem ai pos quarentena https://t.co/Ppx410gIG2,"['vem', 'ai', 'pos', 'quarentena']",vem ai pos quarentena
1461,2020-04-28 00:04:34+00:00,Amanha vai ser melhor  com certeza! #esperanca #diasmelhores #novodia #quarentena #pordosol #sunsetphotography https://t.co/jYkPizFm9Q,"['amanha', 'vai', 'ser', 'melhor', 'certeza', 'esperanca', 'diasmelhores', 'novodia', 'quarentena', 'pordosol', 'sunsetphotography']",amanha vai ser melhor certeza esperanca diasmelhores novodia quarentena pordosol sunsetphotography
1462,2020-04-28 00:04:35+00:00,"RT @IlundyAfrica: As que sabem cozinhar vho zwee  mas as ""quarentena mood""  ","['sabem', 'cozinhar', 'vho', 'zwee', 'quarentena', 'mood']",sabem cozinhar vho zwee quarentena mood
1463,2020-04-28 00:04:35+00:00,@maisa Prima olha meu insta com dicas de role pos quarentena pf[?] https://t.co/7U9EW6X4CC,"['prima', 'olha', 'insta', 'dicas', 'role', 'pos', 'quarentena', 'pf']",prima olha insta dicas role pos quarentena pf
1464,2020-04-28 00:04:35+00:00,"""Primeiro dia de saque em dinheiro dos R$ 600 tem aglomeracoes em agencias"" so me lembro disso... https://t.co/wLXBESIsN8","['primeiro', 'dia', 'saque', 'dinheiro', 'r', '600', 'aglomeracoes', 'agencias', 'so', 'lembro', 'disso', '...']",primeiro dia saque dinheiro r 600 aglomeracoes agencias so lembro disso ...
1465,2020-04-28 00:04:35+00:00,Rafa ta cortando a franja pq agora ela vai sair e vai se juntar a populacao em quarentena e o pre requisito pra entrar e fazer isso,"['rafa', 'ta', 'cortando', 'franja', 'pq', 'agora', 'vai', 'sair', 'vai', 'juntar', 'populacao', 'quarentena', 'pre', 'requisito', 'pra', 'entrar', 'fazer']",rafa ta cortando franja pq agora vai sair vai juntar populacao quarentena pre requisito pra entrar fazer
1467,2020-04-28 00:04:35+00:00,Meus amigos nao estao furando a quarentena  proximo,"['amigos', 'nao', 'estao', 'furando', 'quarentena', 'proximo']",amigos nao estao furando quarentena proximo
1468,2020-04-28 00:04:35+00:00,Nossa eu com toda certeza vou arrumar briga com a minha vizinha antes dessa quarentena acabar,"['toda', 'certeza', 'vou', 'arrumar', 'briga', 'vizinha', 'antes', 'dessa', 'quarentena', 'acabar']",toda certeza vou arrumar briga vizinha antes dessa quarentena acabar
1470,2020-04-28 00:04:35+00:00,Pessoal de Vila da Penha e adjacencias sendo exposto nesse Instagram ai dos furadores de quarentena,"['pessoal', 'vila', 'penha', 'adjacencias', 'sendo', 'exposto', 'nesse', 'instagram', 'ai', 'furadores', 'quarentena']",pessoal vila penha adjacencias sendo exposto nesse instagram ai furadores quarentena
1471,2020-04-28 00:04:35+00:00,e se....:::vcs cumprissem a quarentena..?,"['...', '::', 'vcs', 'cumprissem', 'quarentena', '..']",... :: vcs cumprissem quarentena ..
1472,2020-04-28 00:04:36+00:00,RT @rgonciar: Eu amo ligar pra minha vo durante essa quarentena  todo dia ela me da uma licao de vida diferente.,"['amo', 'ligar', 'pra', 'vo', 'durante', 'quarentena', 'todo', 'dia', 'licao', 'vida', 'diferente']",amo ligar pra vo durante quarentena todo dia licao vida diferente
1473,2020-04-28 00:04:36+00:00,e tem gente que ainda nao respeita o isolamento social ,"['gente', 'ainda', 'nao', 'respeita', 'isolamento', 'social']",gente ainda nao respeita isolamento social
1474,2020-04-28 00:04:36+00:00,@GranSumire comenta,['comenta'],comenta
1475,2020-04-28 00:04:36+00:00,antes da quarentena eu ja nao recebia muitos abracos  agora entao,"['antes', 'quarentena', 'ja', 'nao', 'recebia', 'muitos', 'abracos', 'agora', 'entao']",antes quarentena ja nao recebia muitos abracos agora entao
1477,2020-04-28 00:04:36+00:00,a quarentena chegou num nivel q eu n achei q chegaria  de eu dar conselho p paiva e n ela p mim..........,"['quarentena', 'chegou', 'nivel', 'q', 'n', 'achei', 'q', 'chegaria', 'dar', 'conselho', 'p', 'paiva', 'n', 'p', 'mim', '...']",quarentena chegou nivel q n achei q chegaria dar conselho p paiva n p mim ...
1478,2020-04-28 00:04:36+00:00,acabar essa quarentena (se acabar ne)  vou ser obg a trocar de banco  porque olha... so passo raiva,"['acabar', 'quarentena', 'acabar', 'ne', 'vou', 'ser', 'obg', 'trocar', 'banco', 'porque', 'olha', '...', 'so', 'passo', 'raiva']",acabar quarentena acabar ne vou ser obg trocar banco porque olha ... so passo raiva
1479,2020-04-28 00:04:36+00:00,"""Nao posso  to de quarentena"" e o meu novo ""vou ver e te aviso""","['nao', 'posso', 'to', 'quarentena', 'novo', 'vou', 'ver', 'aviso']",nao posso to quarentena novo vou ver aviso
1480,2020-04-28 00:04:36+00:00,RT @isadoraarauj00: oque a quarentena n faz ne https://t.co/XrHgstS7cP,"['oque', 'quarentena', 'n', 'faz', 'ne']",oque quarentena n faz ne
1481,2020-04-28 00:04:37+00:00,Na quarentena tenho que terminar esses cursos,"['quarentena', 'terminar', 'cursos']",quarentena terminar cursos
1482,2020-04-28 00:04:37+00:00,gente  os professores de voces tambem acham que os dias de voces nessa quarentena tem 70 horas? porque os meus sim,"['gente', 'professores', 'voces', 'tambem', 'acham', 'dias', 'voces', 'nessa', 'quarentena', '70', 'horas', 'porque', 'sim']",gente professores voces tambem acham dias voces nessa quarentena 70 horas porque sim
1484,2020-04-28 00:04:37+00:00,sobre as pessoas q estao quebrando a quarentena p dar role ATOA:,"['sobre', 'pessoas', 'q', 'estao', 'quebrando', 'quarentena', 'p', 'dar', 'role', 'atoa']",sobre pessoas q estao quebrando quarentena p dar role atoa
1485,2020-04-28 00:04:37+00:00,@nubank Ia ficar em casa de quarentena digitando com meu iPhone20,"['ia', 'ficar', 'casa', 'quarentena', 'digitando', 'iphone', '20']",ia ficar casa quarentena digitando iphone 20
1486,2020-04-28 00:04:37+00:00,entao e assim q os jovens ficam d madrugada nessa quarentena?,"['entao', 'assim', 'q', 'jovens', 'ficam', 'd', 'madrugada', 'nessa', 'quarentena']",entao assim q jovens ficam d madrugada nessa quarentena
1487,2020-04-28 00:04:37+00:00,E dai que continuo de quarentena pelo menos tenho chance de aumentar minha media com essas provas on-line ,"['dai', 'continuo', 'quarentena', 'menos', 'chance', 'aumentar', 'media', 'provas', 'on-line']",dai continuo quarentena menos chance aumentar media provas on-line
1488,2020-04-28 00:04:37+00:00,RT @etcmari: eu nao aguento mais a quarentena https://t.co/If1vuMy3jV,"['nao', 'aguento', 'quarentena']",nao aguento quarentena
1489,2020-04-28 00:04:38+00:00,mas como que a pessoa adulta nao tem vergonha de falar isso,"['pessoa', 'adulta', 'nao', 'vergonha', 'falar']",pessoa adulta nao vergonha falar
1490,2020-04-28 00:04:38+00:00,Gabriel ta planejando um role dps q a quarentena acabar  q se acontecer vai ser top dms kkkkkkk,"['gabriel', 'ta', 'planejando', 'role', 'dps', 'q', 'quarentena', 'acabar', 'q', 'acontecer', 'vai', 'ser', 'top', 'dms', 'kkk']",gabriel ta planejando role dps q quarentena acabar q acontecer vai ser top dms kkk
1491,2020-04-28 00:04:38+00:00,desrespeitei a quarentena pra matar sdd da minha vo,"['desrespeitei', 'quarentena', 'pra', 'matar', 'sdd', 'vo']",desrespeitei quarentena pra matar sdd vo
1492,2020-04-28 00:04:38+00:00,RT @pietraconrado: gente pelo amor de deus ACORDA pra vida  se furar a quarentena pra ficar dando role fosse afetar a vida so de quem ta fa...,"['gente', 'amor', 'deus', 'acorda', 'pra', 'vida', 'furar', 'quarentena', 'pra', 'ficar', 'dando', 'role', 'afetar', 'vida', 'so', 'ta', 'fa', '...']",gente amor deus acorda pra vida furar quarentena pra ficar dando role afetar vida so ta fa ...
1496,2020-04-28 00:04:39+00:00,O ruim da quarentena e q ela n sai de casa pra usar as calcinhas dela man,"['ruim', 'quarentena', 'q', 'n', 'sai', 'casa', 'pra', 'usar', 'calcinhas', 'man']",ruim quarentena q n sai casa pra usar calcinhas man
1497,2020-04-28 00:04:39+00:00,RT @pessoanaquarent: Crianca querendo fugir da quarentena https://t.co/vv5c0bkWyU,"['crianca', 'querendo', 'fugir', 'quarentena']",crianca querendo fugir quarentena
1499,2020-04-28 00:04:39+00:00,43o dia de quarentena: pintei em aquarela pela primeira vez aaaa,"['43o', 'dia', 'quarentena', 'pintei', 'aquarela', 'primeira', 'vez', 'aaa']",43o dia quarentena pintei aquarela primeira vez aaa
1501,2020-04-28 00:04:39+00:00,meu namorado e estranho mas eu gosto [?] e eu vo ta assim com ele no bm pos quarentena,"['namorado', 'estranho', 'gosto', 'vo', 'ta', 'assim', 'bm', 'pos', 'quarentena']",namorado estranho gosto vo ta assim bm pos quarentena
1502,2020-04-28 00:04:39+00:00,RT @oatila: p.s. usando friogorifico so pra mostrar que mesmo um servico que nao pode parar acaba parando com a pandemia. Nao e a quarenten...,"['p', 's', 'usando', 'friogorifico', 'so', 'pra', 'mostrar', 'servico', 'nao', 'pode', 'parar', 'acaba', 'parando', 'pandemia', 'nao', 'quarenten', '...']",p s usando friogorifico so pra mostrar servico nao pode parar acaba parando pandemia nao quarenten ...
1503,2020-04-28 00:04:39+00:00,RT @lovedadour: Neymar e Rafaella seguem o Felipe  old que depois da quarentena ele vai dar role com eles por Paris,"['neymar', 'rafaella', 'seguem', 'felipe', 'old', 'quarentena', 'vai', 'dar', 'role', 'paris']",neymar rafaella seguem felipe old quarentena vai dar role paris
1505,2020-04-28 00:04:39+00:00,RT @csguimaraes: Playground de rico e vida real.,"['playground', 'rico', 'vida', 'real']",playground rico vida real
1506,2020-04-28 00:04:40+00:00,RT @1904WAY: Nao e tuga  e Porto.,"['nao', 'tuga', 'porto']",nao tuga porto
1508,2020-04-28 00:04:40+00:00,RT @Drika_Hogaza26: Era un vagabundo hasta que te mire Era un principiante hasta que te bese E de QUARENTENA vamos de Lucerooooo!  Eu Amo...,"['un', 'vagabundo', 'hasta', 'mire', 'un', 'principiante', 'hasta', 'bese', 'quarentena', 'vamos', 'lucerooo', 'amo', '...']",un vagabundo hasta mire un principiante hasta bese quarentena vamos lucerooo amo ...
1509,2020-04-28 00:04:40+00:00,"RT @GabrielaPrioli: O presidente hoje: ""o Governo Federal nao foi consultado pelos governadores dos estados sobre a intensidade e duracao d...","['presidente', 'hoje', 'governo', 'federal', 'nao', 'consultado', 'governadores', 'estados', 'sobre', 'intensidade', 'duracao', 'd', '...']",presidente hoje governo federal nao consultado governadores estados sobre intensidade duracao d ...
1510,2020-04-28 00:04:40+00:00,Vendo desencanto e o cap e os personagens em quarentena,"['vendo', 'desencanto', 'cap', 'personagens', 'quarentena']",vendo desencanto cap personagens quarentena
1511,2020-04-28 00:04:40+00:00,Nao sei vcs mais essa quarentena ta me ajudando a fazer umas paradas produtivas que nunca pensei fazer,"['nao', 'sei', 'vcs', 'quarentena', 'ta', 'ajudando', 'fazer', 'umas', 'paradas', 'produtivas', 'nunca', 'pensei', 'fazer']",nao sei vcs quarentena ta ajudando fazer umas paradas produtivas nunca pensei fazer
1512,2020-04-28 00:04:40+00:00,ao que que ta acontecendo?????,"['ta', 'acontecendo']",ta acontecendo
1513,2020-04-28 00:04:40+00:00,Na toca sem sombra de duvidas! Ia ser a MELHOR quarentena!,"['toca', 'sombra', 'duvidas', 'ia', 'ser', 'melhor', 'quarentena']",toca sombra duvidas ia ser melhor quarentena
1514,2020-04-28 00:04:40+00:00,O gatilho desse video na quarentena eu nem sei dizer https://t.co/COJW2ZducX,"['gatilho', 'desse', 'video', 'quarentena', 'sei', 'dizer']",gatilho desse video quarentena sei dizer
1516,2020-04-28 00:04:41+00:00,Se tem uma coisa que nao muda na quarentena e o quanto fazer terapia e bom pra mim. E ainda mais necessario na real.,"['coisa', 'nao', 'muda', 'quarentena', 'quanto', 'fazer', 'terapia', 'bom', 'pra', 'mim', 'ainda', 'necessario', 'real']",coisa nao muda quarentena quanto fazer terapia bom pra mim ainda necessario real
1518,2020-04-28 00:04:41+00:00,Minha mae estava brigando comigo desde o momento que cheguei em casa  agora ela vira e fala: como que seu boiadeiro... https://t.co/o0znivrpL5,"['mae', 'brigando', 'comigo', 'desde', 'momento', 'cheguei', 'casa', 'agora', 'vira', 'fala', 'boiadeiro', '...']",mae brigando comigo desde momento cheguei casa agora vira fala boiadeiro ...
1519,2020-04-28 00:04:41+00:00,RT @celsomon: chegar em casa pra mim e: &gt; passar alcool em gel antes de tirar a mascara &gt; tirar roupa e deixar na porta junto com as sacola...,"['chegar', 'casa', 'pra', 'mim', 'passar', 'alcool', 'gel', 'antes', 'tirar', 'mascara', 'tirar', 'roupa', 'deixar', 'porta', 'junto', 'sacola', '...']",chegar casa pra mim passar alcool gel antes tirar mascara tirar roupa deixar porta junto sacola ...
1520,2020-04-28 00:04:41+00:00,RT @eusurtadinho: mais um dia na quarentena https://t.co/jVlsmjLJ5S,"['dia', 'quarentena']",dia quarentena
1522,2020-04-28 00:04:42+00:00,Se tem uma coisa q me deixa PUTA e quem ta quebrando a quarentena achando q ta bonito. Nao e bom ficar o tempo todo... https://t.co/lu4MZNFyCt,"['coisa', 'q', 'deixa', 'puta', 'ta', 'quebrando', 'quarentena', 'achando', 'q', 'ta', 'bonito', 'nao', 'bom', 'ficar', 'tempo', 'todo', '...']",coisa q deixa puta ta quebrando quarentena achando q ta bonito nao bom ficar tempo todo ...
1523,2020-04-28 00:04:42+00:00,Flamengo segue liderando tudo ate na quarentena nao e time nao,"['flamengo', 'segue', 'liderando', 'tudo', 'ate', 'quarentena', 'nao', 'time', 'nao']",flamengo segue liderando tudo ate quarentena nao time nao
1524,2020-04-28 00:04:42+00:00,RT @LLimaly: qro nem saber se eu sou proxima d vcs ou nao se tiver resenha pos quarentena me chamem q eu vou,"['qro', 'saber', 'proxima', 'd', 'vcs', 'nao', 'resenha', 'pos', 'quarentena', 'chamem', 'q', 'vou']",qro saber proxima d vcs nao resenha pos quarentena chamem q vou
1528,2020-04-28 00:04:43+00:00,Quando acabar a quarentena vou estar graduada em gartic e stickers,"['acabar', 'quarentena', 'vou', 'estar', 'graduada', 'gartic', 'stickers']",acabar quarentena vou estar graduada gartic stickers
1529,2020-04-28 00:04:43+00:00,Aquele elastico eh o do Etoo,"['elastico', 'eh', 'etoo']",elastico eh etoo
1531,2020-04-28 00:04:43+00:00,@rebeceilish KKKKKKKKKKKKK quarentena dia????,"['kkk', 'quarentena', 'dia']",kkk quarentena dia
1532,2020-04-28 00:04:43+00:00,Quarentena ta foda https://t.co/raIvFYbfjw,"['quarentena', 'ta', 'foda']",quarentena ta foda
1533,2020-04-28 00:04:43+00:00,RT @AnaFernandes244: Tou a mudar com a quarentena e nem tou a brincar,"['tou', 'mudar', 'quarentena', 'tou', 'brincar']",tou mudar quarentena tou brincar
1535,2020-04-28 00:04:43+00:00,Lembrando aqui da quarta antes da quarentena  saudades,"['lembrando', 'aqui', 'quarta', 'antes', 'quarentena', 'saudades']",lembrando aqui quarta antes quarentena saudades
1536,2020-04-28 00:04:43+00:00,RT @zabelreis: so quero viver uma historia de amor quando acabar essa quarentena,"['so', 'quero', 'viver', 'historia', 'amor', 'acabar', 'quarentena']",so quero viver historia amor acabar quarentena
1537,2020-04-28 00:04:44+00:00,"""Futebol ja nao sei mais se te quero mas quando te vejo te quero mas quando nao vejo nao quero"" e assim sai minha poesia na quarentena kkk","['futebol', 'ja', 'nao', 'sei', 'quero', 'vejo', 'quero', 'nao', 'vejo', 'nao', 'quero', 'assim', 'sai', 'poesia', 'quarentena', 'kkk']",futebol ja nao sei quero vejo quero nao vejo nao quero assim sai poesia quarentena kkk
1540,2020-04-28 00:04:44+00:00,torcendo pra essa quarentena acabar  igual eu sempre torci pro flamengo ganhar,"['torcendo', 'pra', 'quarentena', 'acabar', 'igual', 'sempre', 'torci', 'pro', 'flamengo', 'ganhar']",torcendo pra quarentena acabar igual sempre torci pro flamengo ganhar
1541,2020-04-28 00:04:44+00:00,Quarentena eu te odeio,"['quarentena', 'odeio']",quarentena odeio
1542,2020-04-28 00:04:44+00:00,@Naju_Janu @BriseiNe Depois da quarentena prometo,"['quarentena', 'prometo']",quarentena prometo
1544,2020-04-28 00:04:44+00:00,RT @G_Souares: quarentena ne...,"['quarentena', 'ne', '...']",quarentena ne ...
1545,2020-04-28 00:04:44+00:00,Caraca se liga no geladinho #aulas,"['caraca', 'liga', 'geladinho', 'aulas']",caraca liga geladinho aulas
1547,2020-04-28 00:04:45+00:00,Nessa quarentena a gente so pensa no que vai comer  depois que acaba de comer...,"['nessa', 'quarentena', 'gente', 'so', 'pensa', 'vai', 'comer', 'acaba', 'comer', '...']",nessa quarentena gente so pensa vai comer acaba comer ...
1550,2020-04-28 00:04:45+00:00,Saudades que a quarentena desperta em mim:  - Acompanhar uma coletiva do Tite - Ver uma partida entre times do Cari... https://t.co/z9uO1TQ0dm,"['saudades', 'quarentena', 'desperta', 'mim', 'acompanhar', 'coletiva', 'tite', 'ver', 'partida', 'times', 'cari', '...']",saudades quarentena desperta mim acompanhar coletiva tite ver partida times cari ...
1552,2020-04-28 00:04:45+00:00,RT @everynrarissa: e cabe ao @medicinathings mudar o rumo da minha quarentena com aquele desafio. NECESSITO,"['cabe', 'mudar', 'rumo', 'quarentena', 'desafio', 'necessito']",cabe mudar rumo quarentena desafio necessito
1553,2020-04-28 00:04:45+00:00,a parte boa dessa quarentena eh q vou passar o dia das maes  com minha mamae coisa q provavelmente se tivesse na at... https://t.co/GW1T326kaa,"['parte', 'boa', 'dessa', 'quarentena', 'eh', 'q', 'vou', 'passar', 'dia', 'maes', 'mamae', 'coisa', 'q', 'provavelmente', 'at', '...']",parte boa dessa quarentena eh q vou passar dia maes mamae coisa q provavelmente at ...
1554,2020-04-28 00:04:46+00:00,NOITE LATINA NO RANCHO AZUL  https://t.co/6o68P25UNB #Reggaeton #Latin #LatinoAmerica #latinmusic #Quarentena... https://t.co/SgVEGx7hIg,"['noite', 'latina', 'rancho', 'azul']",noite latina rancho azul
1555,2020-04-28 00:04:46+00:00,Faz acontecer Boninho #BBB20 #BBB,"['faz', 'acontecer', 'boninho', 'bbb', '20', 'bbb']",faz acontecer boninho bbb 20 bbb
1556,2020-04-28 00:04:46+00:00,RT @Fedrocas: a quarentena ta acabando com meu psicologico,"['quarentena', 'ta', 'acabando', 'psicologico']",quarentena ta acabando psicologico
1558,2020-04-28 00:04:47+00:00,@flywithmateus Nao posso  kkk ja basta meu emocional quebrado com essa quarentena https://t.co/gD0LCfZKuC,"['nao', 'posso', 'kkk', 'ja', 'basta', 'emocional', 'quebrado', 'quarentena']",nao posso kkk ja basta emocional quebrado quarentena
1563,2020-04-28 00:04:47+00:00,Essa noticia sobre os varios casos em Franca me deu a sensacao de que a quarentena nao vai acabar nunca.,"['noticia', 'sobre', 'varios', 'casos', 'franca', 'deu', 'sensacao', 'quarentena', 'nao', 'vai', 'acabar', 'nunca']",noticia sobre varios casos franca deu sensacao quarentena nao vai acabar nunca
1564,2020-04-28 00:04:47+00:00,ir ao mercado virou o melhor passeio pra quem esta de quarentena,"['ir', 'mercado', 'virou', 'melhor', 'passeio', 'pra', 'quarentena']",ir mercado virou melhor passeio pra quarentena
1566,2020-04-28 00:04:48+00:00,Voce tem 982525804 chances de ficar feliz na quarentena  e so pegar os numeros e me chamar no zip zop... https://t.co/LqCQ3atkIE,"['voce', '9825258', '04', 'chances', 'ficar', 'feliz', 'quarentena', 'so', 'pegar', 'numeros', 'chamar', 'zip', 'zop', '...']",voce 9825258 04 chances ficar feliz quarentena so pegar numeros chamar zip zop ...
1567,2020-04-28 00:04:48+00:00,RT @morenahSensual: Adoro um sexo selvagem  mas essa quarentena nao me deixa transar [?] quem quiser comprar meus nudes so chamar na DM ...,"['adoro', 'sexo', 'selvagem', 'quarentena', 'nao', 'deixa', 'transar', 'quiser', 'comprar', 'nudes', 'so', 'chamar', 'dm', '...']",adoro sexo selvagem quarentena nao deixa transar quiser comprar nudes so chamar dm ...
1568,2020-04-28 00:04:48+00:00,RT @lyajufurt: oi Deus sou eu dnv,"['oi', 'deus', 'dnv']",oi deus dnv
1569,2020-04-28 00:04:48+00:00,RT @colemarkin: 7deg dia de quarentena. https://t.co/JirNHWc5m8,"['7deg', 'dia', 'quarentena']",7deg dia quarentena
1570,2020-04-28 00:04:48+00:00,vi drag me down no trends ja tremi na base  a quarentena ta agucando MUITO a minha sdd de tudo inclusive da One Direction,"['vi', 'drag', 'down', 'trends', 'ja', 'tremi', 'base', 'quarentena', 'ta', 'agucando', 'sdd', 'tudo', 'inclusive', 'one', 'direction']",vi drag down trends ja tremi base quarentena ta agucando sdd tudo inclusive one direction
1571,2020-04-28 00:04:48+00:00,como q vcs tao conseguindo ter planos pra depois da quarentena sendo q n tem previsao alguma pra acabar ,"['q', 'vcs', 'tao', 'conseguindo', 'ter', 'planos', 'pra', 'quarentena', 'sendo', 'q', 'n', 'previsao', 'alguma', 'pra', 'acabar']",q vcs tao conseguindo ter planos pra quarentena sendo q n previsao alguma pra acabar
