date,text
Tue Apr 28 00:06:20 +0000 2020,RT @juaopauIo: naum fiquem triste por estarem semdo inuteis na quarentena eu to desde q nasci
Tue Apr 28 00:06:20 +0000 2020,@BreakPointBR A impressao que eu tenho e que o Rafa e aquele tipo de pessoa odeia tecnologia mas esta sendo obrigad... https://t.co/AYMD6s87oc
Tue Apr 28 00:06:20 +0000 2020,RT @VemBigBrother: Ta chegando a hora de dar tchau  Nao to preparado e odeio despedidas  e voces? Nem vida social poderemos ter por motivo...
Tue Apr 28 00:06:20 +0000 2020,RT @brumillamoments: Brumilla fazendo nossa quarentena ser melhor hahahahah https://t.co/2w4V1TgWuc
Tue Apr 28 00:06:21 +0000 2020,dia sei la quanto de quarentena  nao aguento mais o meu cabelo
Tue Apr 28 00:06:21 +0000 2020,RT @rita_mrodrigues: quarentena: a eu: https://t.co/hjQY6sQil9
Tue Apr 28 00:06:21 +0000 2020,RT @____Srkv: Acabando a quarentena so quero um emprego meu Deus por favor UM EMPREGO 
Tue Apr 28 00:06:21 +0000 2020,RT @smigol_vs: brasilnet ta mais cansada que eu nessa quarentena
Tue Apr 28 00:06:21 +0000 2020,RT @zufael: CARALHO  eu to arrepiado com a propaganda da prefeitura de Teresina pra quem defende o fim do isolamento social   https://t.c...
Tue Apr 28 00:06:21 +0000 2020,RT @isasf6: essa quarentena ta me deixando muito sentimental credo
Tue Apr 28 00:06:21 +0000 2020,Muitas pessoas criticam o SUS mas quando fica doente corre pro hospital publico. #coronavirus #COVID19 #SUS... https://t.co/nE2D9kNKKP
Tue Apr 28 00:06:21 +0000 2020,Chegaram o ET e furaram a quarentena.   Paz nao e mais uma opcao.
Tue Apr 28 00:06:21 +0000 2020,Nao fiquem tristes por estarem sendo inuteis na quarentena  eu sou desde q nasci
Tue Apr 28 00:06:21 +0000 2020,RT @BichosTriste: fazendo umas amizades estranhas na quarentena https://t.co/JS8dhrUsmT
Tue Apr 28 00:06:22 +0000 2020,RT @C4roljk: A maioria das mulheres estao se depilando com menos frequencia nessa quarentena (por causa d menor contato cm a sociedade) dai...
Tue Apr 28 00:06:22 +0000 2020,RT @GFiuza_Oficial: E Mandetta exonerou a vergonha na cara ao sair abracando seus puxa-sacos sem mascara em ambiente fechado e aglomerado d...
Tue Apr 28 00:06:22 +0000 2020,RT @GlNAINDELICADA: Arrepiado com a propaganda da prefeitura de Teresina pra quem defende o fim do isolamento social  https://t.co/Zx948pP6...
Tue Apr 28 00:06:22 +0000 2020,RT @Joao_Almirante: @GabrielaPrioli Eu vi voce rompendo o isolamento social para comer o ** do Caio Miranda na TV  nao fuja de suas respons...
Tue Apr 28 00:06:22 +0000 2020,RT @____Srkv: Acabando a quarentena so quero um emprego meu Deus por favor UM EMPREGO 
Tue Apr 28 00:06:22 +0000 2020,RT @eltonserra: Apesar do esporte estar parado e eu estar apenas no jornalismo da TVE  tenho produzido muito conteudo na quarentena.  Aprov...
Tue Apr 28 00:06:22 +0000 2020,quarentena acaba logo pfv preciso foder gostosinho com ela
Tue Apr 28 00:06:23 +0000 2020,mlk quarentena ta me mudando dms
Tue Apr 28 00:06:23 +0000 2020,esse povo de quarentena nao pode ver uma vergonha que ja quer passar
Tue Apr 28 00:06:23 +0000 2020,Cancela essa quarentena porque eu to bebendo mais do que quando eu podia sair 
Tue Apr 28 00:06:23 +0000 2020,@gugachacra @gugachacra e estao acabando com o isolamento em Sergipe sem nem ter um estudo para isso. Cada dia aume... https://t.co/QrRRSCJSVL
Tue Apr 28 00:06:23 +0000 2020,RT @tlmota: silencio a elite brasileira esta descobrindo o trabalho domestico
Tue Apr 28 00:06:23 +0000 2020,RT @0800FABI: se a thelma nao levar eu vo furar a quarentena pra virar carro na rua
Tue Apr 28 00:06:23 +0000 2020,to extremamente gripada  so o que me faltava 6897272 de quarentena p pegar corona dentro de casa por causa de um ir... https://t.co/eVDLif8aeU
Tue Apr 28 00:06:23 +0000 2020,KANDJXNXJ vo terminar a quarentena pique peneira vai vendo https://t.co/19LIsrq5pb
Tue Apr 28 00:06:23 +0000 2020,RT @iloveanimaisof: Eu o tempo inteiro nessa quarentena  https://t.co/SENJ4uDSYb
Tue Apr 28 00:06:23 +0000 2020,Eu penso que durante essa quarentena eu poderia escrever como me sinto meus medos meus demonios mas nao sou muito h... https://t.co/M2SbqAEwuu
Tue Apr 28 00:06:23 +0000 2020,RT @CasaDasPutinhas: Roupinha da casada para passear na rua depois da quarentena. O que acharam? https://t.co/A1scGaGBXi
Tue Apr 28 00:06:24 +0000 2020,RT @babi: O fandom da Manu cancelando a BRUNA MARQUEZINE que disse que tudo bem se a Thelma ganhar  QUARENTENA POR FAVOR ACABE LOGO tira es...
Tue Apr 28 00:06:24 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:06:24 +0000 2020,@gabipreira Gostosona dos dois jeitos  amei  minha  metaaaaaa   ja passei de 80 3 pra 70. Porem devo ta com uns 72... https://t.co/vqXTyGWdNc
Tue Apr 28 00:06:24 +0000 2020,RT @rita_mrodrigues: quarentena: a eu: https://t.co/hjQY6sQil9
Tue Apr 28 00:06:24 +0000 2020, nao e justo que o tempo de isolamento aumente ou pessoas que nao tem nd a ver com o role (mas sao obrigadas a con... https://t.co/R0AcHPTdMQ
Tue Apr 28 00:06:24 +0000 2020,alguem me abriga depois da quarentena  pfv n aguento mais
Tue Apr 28 00:06:24 +0000 2020,RT @fabiellebiver: vai xiar depois da quarentena uma vivencia nesse pique
Tue Apr 28 00:06:25 +0000 2020,Essa quarentena ta deixando o povo doidao demais kkkkk
Tue Apr 28 00:06:25 +0000 2020,Com um vizinho assim...a quarentena era menos dificil.  https://t.co/KXPt4N7her
Tue Apr 28 00:06:25 +0000 2020,RT @piiborges: O fim da quarentena nao e o fim do virus  as coisas vao abrir para que as pessoas possam trabalhar. Por favor tenham cuidado...
Tue Apr 28 00:06:25 +0000 2020,acabei de trocar doces pelo resto da quarentena por livro  vamos ver ate quando minha mae vai conseguir aguentar eu sem chocolate
Tue Apr 28 00:06:25 +0000 2020,RT @iloveanimaisof: Eu o tempo inteiro nessa quarentena  https://t.co/SENJ4uDSYb
Tue Apr 28 00:06:25 +0000 2020,RT @_sandraribeiro_: Esta quarentena esta-me a fazer perceber tanta coisa
Tue Apr 28 00:06:26 +0000 2020,Mano estava reparando que estou 2 meses inteiros de quarentena  programacao puxa muito da saude mental da pessoa e... https://t.co/oKKEw2yMEz
Tue Apr 28 00:06:26 +0000 2020,Ao Vivo! Quarentena de Questoes: Direito Previdenciario https://t.co/Mg6oO10Nve https://t.co/RxTxzbqjzb
Tue Apr 28 00:06:26 +0000 2020,eu so me lasquei em questao de saude nessa quarentena
Tue Apr 28 00:06:26 +0000 2020,eu nao vou comentar eu nao vou comentar eu nao vou comentar
Tue Apr 28 00:06:26 +0000 2020,@alana_beraldo Hahahahaha ate a quarentena acabar vou ta soltando uns som
Tue Apr 28 00:06:26 +0000 2020,Live do Vava   To viciada em lives por causa dessa quarentena . . . .  https://t.co/Tgez57WZr8
Tue Apr 28 00:06:26 +0000 2020,RT @comosenada: q foto linda
Tue Apr 28 00:06:26 +0000 2020,"pior que qualquer sentimento ou acao ruim que vc tiver pode ser anulado com ""essa quarentena fez eu ficar assim..."""
Tue Apr 28 00:06:26 +0000 2020,@Madu_Ramos Mulher tu nao ve internet nao e?  Ta em tudo quanto e lugar. Procura no Google  site da capricho  glob... https://t.co/NAsLStfLMv
Tue Apr 28 00:06:26 +0000 2020,@tamiresrebeca21 Todo mundo ta gordo nessa quarentena fia
Tue Apr 28 00:06:26 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:06:26 +0000 2020,RT @breno_mnzs: FIQUEM EM CASA CARALHO!!!  VOCE NAO ESTA SENDO DESCOLADO FURANDO ISOLAMENTO E SIM UM PUTA BABACA!!!!
Tue Apr 28 00:06:26 +0000 2020,RT @lipaocigarro: dicas pra quem ta seguindo a quarentena a risca  sei q ta dificil:  se tiver ansioso  fique calmo  se esta se sentido dep...
Tue Apr 28 00:06:26 +0000 2020,Repitam comigo  ninguem esta gostando de ninguem  e so a carencia da quarentena
Tue Apr 28 00:06:26 +0000 2020,Apesar da foto foda! E triste a realidade na real
Tue Apr 28 00:06:27 +0000 2020,RT @lara22120: mano eu nao aguento mais ver stts das pessoas saindo e cagando pra esse isolamento enquanto eu to SURTANDO nessa porra de qu...
Tue Apr 28 00:06:27 +0000 2020,RT @dryshoow: nao vejo a hora desses dias de isolamento acabar logo
Tue Apr 28 00:06:27 +0000 2020,RT @otakuzinh0: Quarentena dia ???: eu me tornei o Naruto https://t.co/1ZozBA8Dgn
Tue Apr 28 00:06:27 +0000 2020,mas de uma coisa eu preciso me vangloriar: meu cabelo ta hidratadissimo e nem um pouco danificado o//  sinto que ai... https://t.co/cQPhow8NtC
Tue Apr 28 00:06:27 +0000 2020,Agr nao vou poder mais beber  mds como vou aguenta essa quarentena
Tue Apr 28 00:06:27 +0000 2020,@thiagodouradobr @GBrendom Pos quarentena...
Tue Apr 28 00:06:27 +0000 2020,RT @AnnaMellPaula1: Sobre a quarentena kkk tomara q nao flope aqui kkk [?] https://t.co/0hclIAVsd0
Tue Apr 28 00:06:27 +0000 2020,eu pensando e se eu fosse p santarem de barco? Sdd de passar varios dias aglomerada nos rios da amazonia c estran... https://t.co/Vz4IPcBnkI
Tue Apr 28 00:06:27 +0000 2020,Tirei 70% irritado! https://t.co/xik9A2S5sn
Tue Apr 28 00:06:27 +0000 2020,Engracado saber que o meu relacionamento ficou ainda mais forte depois disto. Casais a dizer que se amam mas ao min... https://t.co/BYLY7xfjkV
Tue Apr 28 00:06:27 +0000 2020,RT @bbcbrasil: Um grupo de amigos ignorou a quarentena obrigatoria na Argentina e realizou uma festa de aniversario. Dali  o coronavirus se...
Tue Apr 28 00:06:28 +0000 2020,RT @otakuzinh0: Quarentena dia ???: eu me tornei o Naruto https://t.co/1ZozBA8Dgn
Tue Apr 28 00:06:28 +0000 2020,RT @oemputecido: eu passando pano pra mim mesmo dps de furar a quarentena https://t.co/pF8PRjsoTm
Tue Apr 28 00:06:28 +0000 2020,so queria que essa quarentena acabasse logo pra eu ter um emprego e logo mais sair da casa  da minha mae pois nao aguento maissssssssss
Tue Apr 28 00:06:28 +0000 2020,Eu fiquei feliz porque agora tem impressora boa pra imprimir osso Acaba logo quarentena quero voltar ao normal
Tue Apr 28 00:06:28 +0000 2020,0 psicologico pra quarentena
Tue Apr 28 00:06:28 +0000 2020,@MarceloFreixo O RJ devia decretar lock down  embora talvez tarde. Os cariocas ja nao estavam respeitando o pedido... https://t.co/PMdEiZHa4Z
Tue Apr 28 00:06:28 +0000 2020,RT @ThomasVConti: Muito bom que o Instituto @OMercadoPopular esta voltando a ativa. Divulgadores em economia  politica e direito compromiss...
Tue Apr 28 00:06:28 +0000 2020,"#BBB20 Mano tipo assim  eu acho que a Rafa tem que ganhar  ""ah pq nossa voce e racista"" 1 eu nao sou racista  2 a t... https://t.co/yWEDuTmmrt"
Tue Apr 28 00:06:28 +0000 2020,EAD e a prova de que o sistema de educacao brasileira e basicamente o fordismo. Independente do mundo estar em cola... https://t.co/ucgxmaJU3O
Tue Apr 28 00:06:28 +0000 2020,RT @_carolrrocha: eu me sinto uma otaria respeitando o isolamento juro
Tue Apr 28 00:06:29 +0000 2020,RT @kichobin: o primeiro role pos quarentena tem a obrigacao de ser assim  https://t.co/EfkmAsK0mc
Tue Apr 28 00:06:29 +0000 2020,RT @kichobin: o primeiro role pos quarentena tem a obrigacao de ser assim  https://t.co/EfkmAsK0mc
Tue Apr 28 00:06:29 +0000 2020,nessa quarentena aprendi a cozinhar  eu to realizada
Tue Apr 28 00:06:29 +0000 2020,coragem liquida verao bbb se a thelma ganha eu chamo a consagrada  se a manu ganhar eu faco um artigo baseado nos t... https://t.co/pP1vV8xHGS
Tue Apr 28 00:06:29 +0000 2020,@fercandrade @luavicandido Ate o final da quarentena da 100%
Tue Apr 28 00:06:30 +0000 2020,@gasargaco se a gente n estivesse em quarentena nois ia ta tomando uma junto
Tue Apr 28 00:06:30 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:06:30 +0000 2020,RT @otaviohh17: Muitas pessoas criticam o SUS mas quando fica doente corre pro hospital publico. #coronavirus #COVID19 #SUS #DefendaoSUS #S...
Tue Apr 28 00:06:30 +0000 2020,RT @otakuzinh0: Quarentena dia ???: eu me tornei o Naruto https://t.co/1ZozBA8Dgn
Tue Apr 28 00:06:30 +0000 2020,RT @_carolrrocha: eu me sinto uma otaria respeitando o isolamento juro
Tue Apr 28 00:06:30 +0000 2020,RT @ilustramavi: po piazada...... parem de expor meus amigos abusadores  https://t.co/AW7ovpZMK0
Tue Apr 28 00:06:30 +0000 2020,@lucas1sn Nao acredito que tenha relacao. A quarentena sempre foi provisoria e preparativa para o pico de casos de... https://t.co/1zGPVYVgJu
Tue Apr 28 00:06:30 +0000 2020,Quarentena dia 87 #bbb20 https://t.co/3Uth44ONLf
Tue Apr 28 00:06:30 +0000 2020,RT @____Srkv: Acabando a quarentena so quero um emprego meu Deus por favor UM EMPREGO 
Tue Apr 28 00:06:30 +0000 2020,E quarentena mexendo com o meu psicologico  prometi nao postar caixinha mais porem curiosa para o que a galera vai falar
Tue Apr 28 00:06:30 +0000 2020,RT @__t0d4papada__: Quando a quarentena acabar vou ter q sair de casa  KKKKKKKKK
Tue Apr 28 00:06:30 +0000 2020,RT @marisartori_: dia 39 de quarentena eu pintei o @BabuSantana https://t.co/aw4rmEzz0y
Tue Apr 28 00:06:30 +0000 2020,RT @FilosofiaMderna: Eu isolado querendo matar os arrombados que nao respeitam a quarentena https://t.co/X3OssY4tHa
Tue Apr 28 00:06:30 +0000 2020,RT @bbcbrasil: Um grupo de amigos ignorou a quarentena obrigatoria na Argentina e realizou uma festa de aniversario. Dali  o coronavirus se...
Tue Apr 28 00:06:30 +0000 2020,Quarentena fdp 
Tue Apr 28 00:06:31 +0000 2020,e a Ivete ia fazer live triste minha filha? larga de ser burra
Tue Apr 28 00:06:31 +0000 2020,ja to vendo q qndo essa quarentena acabar eu vou entrar em colapso cmg msm
Tue Apr 28 00:06:32 +0000 2020,RT @oemputecido: aSSUNTO SERIO AGORA  vcs tao levando a quarentena a serio?????
Tue Apr 28 00:06:32 +0000 2020,consegui deixar minhas unhas belas e grandes nessa quarentena e eu acabei de virar a do meu dedao ao contrario  chorando de tristeza e dor
Tue Apr 28 00:06:32 +0000 2020,bo noite essa e a minha thread com stills dos filmes que assisti nessa quarentena
Tue Apr 28 00:06:32 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:06:32 +0000 2020,RT @augustosnunes: O isolamento social ja cumpriu sua missao: reduzir a velocidade do avanco da pandemia https://t.co/UYdCNPqYkI
Tue Apr 28 00:06:32 +0000 2020,RT @mah13MC: Para Paulo Pinochet Guedes o problema do pais e o funcionalismo publico estar em isolamento e com a geladeira cheia.   Vontade...
Tue Apr 28 00:06:32 +0000 2020,RT @iloveanimaisof: Eu o tempo inteiro nessa quarentena  https://t.co/SENJ4uDSYb
Tue Apr 28 00:06:32 +0000 2020,"RT @TelemaniacosTV: AUDIENCIAS 26/04/2020: Vespera da grande final do ""BBB20"" teve a pior audiencia desde o inicio da quarentena https://t...."
Tue Apr 28 00:06:32 +0000 2020,38o dia de quarentena: escutando a live da Anitta de louvores da igreja com o olho cheio de lagrima
Tue Apr 28 00:06:32 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:06:32 +0000 2020,RT @beatrizcaminha: eu pensando e se eu fosse p santarem de barco? Sdd de passar varios dias aglomerada nos rios da amazonia c estranhos...
Tue Apr 28 00:06:33 +0000 2020,Com a quarentena n tem bue a sensacao q se tao a afastar de pessoas importantes atoa? Eu sim fds
Tue Apr 28 00:06:33 +0000 2020,RT @Poxa_Duff: Nao sei que dia de quarentena  me libertei  https://t.co/VLFOX3j2S4
Tue Apr 28 00:06:33 +0000 2020,Meu wpp agr so e grupo e numero de fornecedor kkkkk  correria ate em quarentena. Alias  sigam minha loja:... https://t.co/fLqjMnsvoM
Tue Apr 28 00:06:33 +0000 2020,RT @anttrindade: meus amigos: vou te mandar um link de um curso online pra vc fazer na quarentena  eu: https://t.co/hUc8WM1mcS
Tue Apr 28 00:06:33 +0000 2020,gatilhogatilho
Tue Apr 28 00:06:33 +0000 2020,Eu troquei as cordas do violao ein  o o milagre da quarentena
Tue Apr 28 00:06:33 +0000 2020,realmente perdendo a nocao do tempo nesta quarentena 
Tue Apr 28 00:06:33 +0000 2020,@safodausuario Concordo fds e acreditas que recebo mais de 5 pedidos de amizade no Facebook todos os dias? Ent desd... https://t.co/q9rq8cGlAp
Tue Apr 28 00:06:33 +0000 2020,Essa Quarentena ta acabando  cmg  eu to comendo de 5 em 5 min
Tue Apr 28 00:06:33 +0000 2020,RT @lcdomiolo: Minha quarentena  sabadooou https://t.co/4SojDVF5oY
Tue Apr 28 00:06:33 +0000 2020,RT @FLADOIDOSS: Queria estar passando a quarentena assim com a flamenguista que eu gosto https://t.co/e203NefavP
Tue Apr 28 00:06:34 +0000 2020,RT @__kkauan: EAD e a prova de que o sistema de educacao brasileira e basicamente o fordismo. Independente do mundo estar em colapso  em qu...
Tue Apr 28 00:06:34 +0000 2020,RT @falsaminaj: na verdade eu queria ta assim nessa quarentena https://t.co/VMqQOiwCn2
Tue Apr 28 00:06:34 +0000 2020,RT @ayrtonline: gente a pugliesi pediu desculpa aparentemente ela so furou a quarentena de forma estrutural [?]
Tue Apr 28 00:06:34 +0000 2020,RT @CaretaBruno: Quarentena pra QUEM? minha vida ta mais agitada do que sem corona meu filhao
Tue Apr 28 00:06:34 +0000 2020,@IsadoraVinho Isa  to com medo de vc terminar a quarentena careca
Tue Apr 28 00:06:34 +0000 2020,RT @McRnDaProvi: Quando acabar a quarentena: https://t.co/An9iYy2bcV
Tue Apr 28 00:06:34 +0000 2020,RT @iloveanimaisof: Eu o tempo inteiro nessa quarentena  https://t.co/SENJ4uDSYb
Tue Apr 28 00:06:34 +0000 2020,Juro que Depois dessa quarentena vou Da um rumo na minha!
Tue Apr 28 00:06:34 +0000 2020,RT @djoss35wenny: Inicio da quarentena / 2 meses depois
Tue Apr 28 00:06:35 +0000 2020,Acho q vou virar vegetariana durante a quarentena  pq n ta dando mais
Tue Apr 28 00:06:35 +0000 2020,RT @ylama19: sei la que dia da quarentena https://t.co/pxQqQh944x
Tue Apr 28 00:06:35 +0000 2020,RT @champomymommy: Aproveitando a quarentena para perceber que devia ter ido para artes https://t.co/5bRY3b0kEL
Tue Apr 28 00:06:35 +0000 2020,quarentena nao esta me fazendo nada bem
Tue Apr 28 00:06:35 +0000 2020,RT @sabrinabhering: essa quarentena ta me deixando mt carente
Tue Apr 28 00:06:35 +0000 2020,Cheguei a conclusao de q so eu nao consigo tirar foto bonita nessa quarentena
Tue Apr 28 00:06:35 +0000 2020,RT @pinhodepietra: Parabens para o relacionamento que sobreviver a quarentena
Tue Apr 28 00:06:36 +0000 2020,"@bwand_ Nao era ironia  kkkkkk meu criterio p me apx nessa quarentena tem sido me mandar um ""oi"""
Tue Apr 28 00:06:36 +0000 2020,RT @nemanema: Pra vcs pararem de furar a quarentena pra transar https://t.co/IyhpcQIC1z
Tue Apr 28 00:06:36 +0000 2020,RT @legadaodamassa: SE VC TA COM O SONO REGULADO NESSA QUARENTENA PROVAVELMENTE VC E O PROPRIO CORONAVIRUS!!!!!
Tue Apr 28 00:06:37 +0000 2020,@Rogeriojaguar1 @RenovaMidia Ja sao 210.000 mortos no mundo. E nao para de morrer gente a cada segundo  isso pq o m... https://t.co/gaPmydycIa
Tue Apr 28 00:06:37 +0000 2020,Tira parado de ver bbb ai essa quarentena me fez ver e com a eliminacao do Babu eu lembrei o pq parei de ver. Nunca mais vejo esse merda...
Tue Apr 28 00:06:37 +0000 2020,"""Eu to comendo meu salgadinho no escuro... Pra ngm ver"" A quarentena revela o lado de  selvageria do ser humano"
Tue Apr 28 00:06:37 +0000 2020,RT @t3ddyyyyy: eu poderia estar fazendo algo mais produtivo nessa quarentena mas deixa pra proxima q tiver
Tue Apr 28 00:06:37 +0000 2020,@fonsecajess_ kkkkkkkkkk burro pq? eu tbm quero q acabe logo  sei q enquanto tiver gente furando a quarentena a sit... https://t.co/T1NXI6DGvp
Tue Apr 28 00:06:37 +0000 2020,RT @emygada: @naopostaBruna @quarentena_bot Pode criticar  vc tem direito Tenho certeza que se pudesse  vc estaria em casa sozinha p ficar...
Tue Apr 28 00:06:38 +0000 2020,RT @marisartori_: dia 39 de quarentena eu pintei o @BabuSantana https://t.co/aw4rmEzz0y
Tue Apr 28 00:06:38 +0000 2020,Hj o ciclo bbb ead e quarentena se encerra
Tue Apr 28 00:06:38 +0000 2020,RT @marceledinapoli: Nem digo que essa cliente sou eu pq estou totalmente de quarentena kkkkkkkkkkk [?]
Tue Apr 28 00:06:38 +0000 2020,nunca achei q isso ia acontecer mas eu emagreci um pouco essa quarentena
Tue Apr 28 00:06:38 +0000 2020,A politica do m. Saude dita agora a pouco pelo sec executivo e que cidades nao tem quadro deploravel com o coronavi... https://t.co/ydIOOe9BiN
Tue Apr 28 00:06:38 +0000 2020,18286381729 dia de quarentena querendo mais uma vez trancar o curso ja que ta sendo 0% valido dessa forma
Tue Apr 28 00:06:39 +0000 2020,Depois da quarentena ficarei muito na duvida se vale a pena mesmo ir aos shows  estou amando ver as lives  sentadinha no sofa  #live
Tue Apr 28 00:06:39 +0000 2020,Preciso que essa quarentena acabe  minha cabeca ta uma merda por ficar tanto em casa sem ocupar a mente
Tue Apr 28 00:06:39 +0000 2020,RT @juaopauIo: naum fiquem triste por estarem semdo inuteis na quarentena eu to desde q nasci
Tue Apr 28 00:06:39 +0000 2020,o povo fazendo festa na quarentena???  eu tenho q ter empatia?
Tue Apr 28 00:06:39 +0000 2020,RT @alexlliierr: Acabe logo quarentena https://t.co/g6Z8g7cbih
Tue Apr 28 00:06:39 +0000 2020,@amorimmkell Quarentena ate Agosto  eu vou sumir em toneladas de Pinterest e TikTok
Tue Apr 28 00:06:39 +0000 2020,juro que se falassem q a quarentena ia acabar se tivesse um churrasco do terceirao  eu iria
Tue Apr 28 00:06:39 +0000 2020,Saido do forno #quarentena #pintura #arte https://t.co/SbzQBhQMpX
Tue Apr 28 00:06:39 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:06:39 +0000 2020,Em plena quarentena tendo culto na igreja aq perto de casa na maior gritaria ainda pqp
Tue Apr 28 00:06:40 +0000 2020,E a Ana Clara de analises sendo exposta nessa Page de gente furando quarentena?! Kkkk faltou a ferrari
Tue Apr 28 00:06:40 +0000 2020,Melhor decisao da quarentena foi comecar a ver prison break
Tue Apr 28 00:06:40 +0000 2020,RT @euperciu: como explicar o brasil nessa quarentena: https://t.co/g6JOih3pc9
Tue Apr 28 00:06:40 +0000 2020,RT @vittorbarros: eu procurando a minha vontade de estudar nessa quarentena https://t.co/PiU8fwGXOU
Tue Apr 28 00:06:40 +0000 2020,@Mt3333 @bailedopc quarentena acabar tinha q rolar em
Tue Apr 28 00:06:40 +0000 2020,RT @zufael: CARALHO  eu to arrepiado com a propaganda da prefeitura de Teresina pra quem defende o fim do isolamento social   https://t.c...
Tue Apr 28 00:06:40 +0000 2020,Tirei 100% irritado! https://t.co/N0OD3Jc7nB
Tue Apr 28 00:06:40 +0000 2020,RT @arlosdud: a quarentena deixa as pessoas loucas
Tue Apr 28 00:06:40 +0000 2020,sla que dia da quarentena: minha irma ta falando com peixes  kakakakkakakakaakak
Tue Apr 28 00:06:40 +0000 2020,Coisas que estao me ajudando a manter o peso durante a quarentena:   1. Ser preguicosa  2. Nao querer gastar dinheiro
Tue Apr 28 00:06:40 +0000 2020,Para combater esta Pandemia atualmente precisamos conscientizar a populacao a usar mascara e sem excecoes; o isolam... https://t.co/f0NVdiUnKi
Tue Apr 28 00:06:40 +0000 2020,RT @otakuzinh0: Quarentena dia ???: eu me tornei o Naruto https://t.co/1ZozBA8Dgn
Tue Apr 28 00:06:40 +0000 2020,RT @DonaLuciaHexa: Saudades que a quarentena desperta em mim:  - Acompanhar uma coletiva do Tite - Ver uma partida entre times do Carille e...
Tue Apr 28 00:06:40 +0000 2020,RT @RobsCardoso21: @enroladosnaay Segunda feira normal ja enchemos a cara  imagine em uma quarentena
Tue Apr 28 00:06:40 +0000 2020,@elora_aleixo se for assim eu vou sair dessa quarentena sem amigos pq se tem uma pessoa que some por dias essa pessoa sou eu
Tue Apr 28 00:06:41 +0000 2020,Quando o pijama comeca a ficar apertado e sinal que ja estamos ha muito dias de quarentena  procede producao?!
Tue Apr 28 00:06:41 +0000 2020,Se tu nao respeita a quarentena ta julgando quem nao respeita tambem pq?
Tue Apr 28 00:06:41 +0000 2020,Sentindo muitos sentimentos vendo esse video
Tue Apr 28 00:06:41 +0000 2020,Quarentena dia ??... To postando coisas no Twitter pq nn tenho mais oq fzr 
Tue Apr 28 00:06:41 +0000 2020,Por este andar  ja nem oculos vou precisar pq nunca tive a ver tao bem certas merdas kkk
Tue Apr 28 00:06:41 +0000 2020,RT @suelifeliz: ASSUNTO SERIO  ABRIGO PARA UMA MAE COM CRIANCA PEQUENA  fugindo de violencia domestica Rio de Janeiro Pelo periodo de quare...
Tue Apr 28 00:06:41 +0000 2020,RT @____Srkv: Acabando a quarentena so quero um emprego meu Deus por favor UM EMPREGO 
Tue Apr 28 00:06:41 +0000 2020,RT @_lucasx_: Sdds dmss Precisamos organizar o role tristeza urgente pos quarentena
Tue Apr 28 00:06:41 +0000 2020,RT @CaioRaniel: Doido pra curtir uma praia. Nao vejo a hora dessa quarentena acabar.
Tue Apr 28 00:06:42 +0000 2020,RT @tatibarroso_: Jantar romantico com mozao na quarentena.   Expectativa x Realidade https://t.co/LjM7d2HyXK
Tue Apr 28 00:06:42 +0000 2020,pessoal na quarentena ta ficando sem limite mano kkkkkk
Tue Apr 28 00:06:42 +0000 2020,Ai essa quarentena e eu so com sdds daquilo que comeca com S...  Sair pra tomar um cafezinho no meio da tarde https://t.co/5nO28TaJhi
Tue Apr 28 00:06:42 +0000 2020,RT @iloveanimaisof: Eu o tempo inteiro nessa quarentena  https://t.co/SENJ4uDSYb
Tue Apr 28 00:06:42 +0000 2020,RT @omaxverasoueu: BBB acaba hoje e avenida Brasil acabar essa semana  o que vai ser da minha quarentena agora.. #AvenidaBrasil https://t.c...
Tue Apr 28 00:06:42 +0000 2020,RT @t3ddyyyyy: eu poderia estar fazendo algo mais produtivo nessa quarentena mas deixa pra proxima q tiver
Tue Apr 28 00:06:42 +0000 2020,RT @C4roljk: A maioria das mulheres estao se depilando com menos frequencia nessa quarentena (por causa d menor contato cm a sociedade) dai...
Tue Apr 28 00:06:43 +0000 2020,RT @lucas_menegat: Quem ta tendo aula ead nessa quarentena desgracada parabens ai  vcs sao guerreiros pq eu iria surtar na primeira semana
Tue Apr 28 00:06:43 +0000 2020,ODIO que essa garota pegou o talento da familia toda
Tue Apr 28 00:06:43 +0000 2020,@vitorcavassaa depois da quarentena e claro
Tue Apr 28 00:06:43 +0000 2020,@diggo_carvalho Cortei antes da quarentena 
Tue Apr 28 00:06:43 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:06:43 +0000 2020,dia (??) da quarentena  o tanto de seguidores que eu consegui no tiktok em 3 anos minha mae conseguiu em uns 7 dias   kkkkkkkk
